BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,fips,state,county_name,state_name,latitude,longitude
200207,29,1800,200207,31,2359,1142585,5317879,COLORADO,8.0,2002,July,wildfire,C,83,MONTEZUMA,GJT,29-JUL-02 18:00:00,MST,31-JUL-02 23:59:00,0,0,0,0,0.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,9.0,SE,CORTEZ,9.0,SE,CORTEZ,0.0,0.0,0.0,0.0,This lightning caused fire started in Mesa Verde National Park and was named the Long Mesa Fire. Mesa Verde National Park was closed and evacuated. Eighty residences and several of the National Park's offices and management buildings were threatened. This fire continued into the month of August. See the August 2002 Storm Data Publication for a continuation on this wildfire.,No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
200208,1,0,200208,4,1800,1142596,5317971,COLORADO,8.0,2002,August,wildfire,C,83,MONTEZUMA,GJT,01-AUG-02 00:00:00,MST,04-AUG-02 18:00:00,0,0,0,0,300000.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,9.0,SE,CORTEZ,9.0,SE,CORTEZ,0.0,0.0,0.0,0.0,"The Long Mesa fire began the end of July and was caused by lightning. The fire was contained on the 4th of August after it consumed 2,601 acres of mixed trees and shrubs in Mesa Verde National Park. A total of seven structures were destroyed, including two houses. A water tank, sewage treatment plant, power and phone lines were also destroyed. One wall of the Cedar Tree Tower archaeological site was scorched. The cost of fighting the fire was 1.3 million dollars.",No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
200307,16,1500,200307,31,2359,1158634,5379557,COLORADO,8.0,2003,July,wildfire,C,83,MONTEZUMA,GJT,16-JUL-03 15:00:00,MST,31-JUL-03 23:59:00,0,0,0,0,0.0,0.0,GOVT OFFICIAL,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,10.0,SE,CORTEZ,10.0,SE,CORTEZ,0.0,0.0,0.0,0.0,"Several lighting caused fires occurred in Mesa Verde National Park and they became known as the Balcony House Complex. The complex consisted of the Mocassin, White, Balcony, and Park fires. The fires consumed 2,750 acres of pinyon pine and juniper by the end of July. The park was closed to the public for a period of time. The fires threatened 8 residences and 9 commercial properties. See the August 2003 Storm Data publication for a continuation on this complex of fires.",No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
200308,1,0,200308,2,1300,1161918,5374685,COLORADO,8.0,2003,August,wildfire,C,83,MONTEZUMA,GJT,01-AUG-03 00:00:00,MST,02-AUG-03 13:00:00,0,0,0,0,0.0,0.0,GOVT OFFICIAL,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,10.0,SE,CORTEZ,10.0,SE,CORTEZ,0.0,0.0,0.0,0.0,"This complex of fires began on July 16 due to an outbreak of lightning in Mesa Verde National Park. The complex consisted of the Mocassin, White, Balcony, and Park fires. The fire threatened 8 residences and 9 commercial properties and the park was closed to the public for a period. The fire consumed 2,750 acres of pinyon pine and juniper. The estimated cost of fighting this complex of fires was 3.8 million dollars.",No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
201006,21,1300,201006,30,2359,41581,242269,COLORADO,8.0,2010,June,wildfire,Z,83,CANON CITY VICINITY / EASTERN FREMONT COUNTY,PUB,21-JUN-10 13:00:00,MST-7,30-JUN-10 23:59:00,0,0,0,0,0.0,0.0,Broadcast Media,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"A wildfire which consumed around 700 acres began near railroad tracks and spread to the top of 8 Mile Hill.  It prompted evacuations and burned several structures belonging to the Fremont County coroner, including her residence.  Many tourist attractions, including the Royal Gorge Bridge, were evacuated.  Slightly fewer than 200 people fought the wildfire.  Containment continued into July.",No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
201210,23,1300,201210,29,1500,68349,410195,COLORADO,8.0,2012,October,wildfire,Z,83,CANON CITY VICINITY / EASTERN FREMONT COUNTY,PUB,23-OCT-12 13:00:00,MST-7,29-OCT-12 15:00:00,0,0,0,0,0.0,0.0,Emergency Manager,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"A wildfire of unknown cause spread rapidly eastward.  It consumed 15 houses and additional out-buildings in the Greenwood Village subdivision.  Scores of residences were evacuated during the height of the wildfire. Twenty organizations responded to the wildfire, which scorched 1998 acres in Custer and Pueblo Counties.",No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
201306,11,1600,201306,16,1700,74467,450294,COLORADO,8.0,2013,June,wildfire,Z,83,CANON CITY VICINITY / EASTERN FREMONT COUNTY,PUB,11-JUN-13 16:00:00,MST-7,16-JUN-13 17:00:00,0,0,0,0,0.0,0.0,Emergency Manager,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"A destructive wildfire occurred in the Royal Gorge Park and surroundings.  The wildfire scorched 3218 acres, and the cause of it remains under investigation.  It burned 48 of the 52 buildings in the Royal Gorge Park, closing the Park down for the forseeable future.  At this time, a firm dollar amount of losses was not available, although it will be in the millions of dollars for both structures and revenue lost.",No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
201407,1,0,201407,8,1500,85731,517635,COLORADO,8.0,2014,July,wildfire,Z,83,CANON CITY VICINITY / EASTERN FREMONT COUNTY,PUB,01-JUL-14 00:00:00,MST-7,08-JUL-14 15:00:00,0,0,0,0,0.0,0.0,Emergency Manager,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"A lightning-caused wildfire continued into July and was fully contained on the 8th with a fire-ending rain event. The wildfire consumed 528 acres. Evacuations were called for, but no structures were lost.",No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
201406,25,1615,201406,30,2359,85730,517634,COLORADO,8.0,2014,June,wildfire,Z,83,CANON CITY VICINITY / EASTERN FREMONT COUNTY,PUB,25-JUN-14 16:15:00,MST-7,30-JUN-14 23:59:00,0,0,0,0,0.0,0.0,Emergency Manager,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"A lightning-caused wildfire started late afternoon and eventually grew to 528 acres.  Evacuations were called for, but no structures were lost. One heat related injury to a firefighter was reported.",No entry,8083,CO,Montezuma County,Colorado,37.34,-108.6
200007,4,1700,200007,6,2000,1100337,5173479,UTAH,49.0,2000,July,wildfire,C,19,GRAND,GJT,04-JUL-00 17:00:00,MST,06-JUL-00 20:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,30.0,N,CISCO,30.0,N,CISCO,0.0,0.0,0.0,0.0,A lightning ignited wildfire burned 17 acres.,No entry,49019,UT,Grand County,Utah,38.99,-109.56
200007,15,1630,200007,16,2000,1100338,5173480,UTAH,49.0,2000,July,wildfire,C,19,GRAND,GJT,15-JUL-00 16:30:00,MST,16-JUL-00 20:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,8.0,E,CISCO,8.0,E,CISCO,0.0,0.0,0.0,0.0,Lightning ignited a wildfire which consumed 55 acres.,No entry,49019,UT,Grand County,Utah,38.99,-109.56
200007,24,1800,200007,27,1900,1100342,5173484,UTAH,49.0,2000,July,wildfire,C,19,GRAND,GJT,24-JUL-00 18:00:00,MST,27-JUL-00 19:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,22.0,N,WESTWATER,22.0,N,WESTWATER,0.0,0.0,0.0,0.0,A lightning sparked wildfire consumed 12 acres.,No entry,49019,UT,Grand County,Utah,38.99,-109.56
200008,15,1500,200008,16,1800,1102393,5156932,UTAH,49.0,2000,August,wildfire,C,19,GRAND,GJT,15-AUG-00 15:00:00,MST,16-AUG-00 18:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,8.0,SW,WESTWATER,8.0,SW,WESTWATER,0.0,0.0,0.0,0.0,A lightning sparked wildfire burned 5 acres.,No entry,49019,UT,Grand County,Utah,38.99,-109.56
200206,22,1500,200206,30,2359,1138319,5304294,UTAH,49.0,2002,June,wildfire,C,19,GRAND,GJT,22-JUN-02 15:00:00,MST,30-JUN-02 23:59:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,19.0,NE,THOMPSON,21.0,NE,THOMPSON,0.0,0.0,0.0,0.0,"Lightning sparked a forest fire on the Tavaputs Plateau.  This wildfire was named the Diamond Fire. On 06/24/02, this fire was included with the Rattle Fire to be known as the Rattle Fire Complex.  The Diamond Fire persisted beyond the month of June.  See the July 2002 Storm Data publication for a continuation of the Diamond Fire report.",No entry,49019,UT,Grand County,Utah,38.99,-109.56
200206,20,1500,200206,30,2359,1138316,5304220,UTAH,49.0,2002,June,wildfire,C,19,GRAND,GJT,20-JUN-02 15:00:00,MST,30-JUN-02 23:59:00,0,0,0,0,0.0,0.0,GOVT OFFICIAL,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,12.0,NW,THOMPSON,17.0,NW,THOMPSON,0.0,0.0,0.0,0.0,"Lightning ignited a wildfire in a remote area on the Tavaputs Plateau.  The fire continued beyond the end of the month.  This wildfire was named the Rattle Fire, and was later group named with other wildfires to be known as the Rattle Complex.  See the July 2002 Storm Data publication for a continuation of the Rattle Fire report.",No entry,49019,UT,Grand County,Utah,38.99,-109.56
200206,27,1500,200206,30,2359,1138317,5304292,UTAH,49.0,2002,June,wildfire,C,19,GRAND,GJT,27-JUN-02 15:00:00,MST,30-JUN-02 23:59:00,0,0,0,0,0.0,0.0,GOVT OFFICIAL,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,17.0,NNW,THOMPSON,22.0,N,THOMPSON,0.0,0.0,0.0,0.0,"Lightning ignited a wildfire on the Tavaputs Plateau which burned beyond the end of the month.  The fire was named the Black Canyon Fire, and was included with the Rattle Fire and the Diamond Fire to be known as the Rattle Fire Complex.  See the July 2002 Storm Data publication for a continuation of the Black Canyon wildfire report.",No entry,49019,UT,Grand County,Utah,38.99,-109.56
200207,1,0,200207,31,2359,1140010,5311554,UTAH,49.0,2002,July,wildfire,C,19,GRAND,GJT,01-JUL-02 00:00:00,MST,31-JUL-02 23:59:00,0,0,0,0,0.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,12.0,NW,THOMPSON,22.0,N,THOMPSON,0.0,0.0,0.0,0.0,"The Rattle Fire, Black Canyon Fire, and Diamond Fire which began burning on the Tavaputs Plateau in June (see the June 2002 Storm Data publication) were combined into what was named the Rattle Complex. Containment of the complex occurred on July 31st. A total of 94,519 acres were consumed by the fires. The cost of fighting the fires was 11.3 million dollars.",No entry,49019,UT,Grand County,Utah,38.99,-109.56
200207,17,1200,200207,31,2359,1142579,5317873,UTAH,49.0,2002,July,wildfire,C,19,GRAND,GJT,17-JUL-02 12:00:00,MST,31-JUL-02 23:59:00,0,0,0,0,0.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,30.0,N,CRESCENT JCT,30.0,N,CRESCENT JCT,0.0,0.0,0.0,0.0,This lightning caused wildfire became known as the County Line Fire. The fire consumed 3504 acres by the end of the month. (See August 2002 Storm Data Publication for a continuation of this wildfire),No entry,49019,UT,Grand County,Utah,38.99,-109.56
200208,1,0,200208,1,1800,1142597,5317972,UTAH,49.0,2002,August,wildfire,C,19,GRAND,GJT,01-AUG-02 00:00:00,MST,01-AUG-02 18:00:00,0,0,0,0,0.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,30.0,N,CRESCENT JCT,30.0,N,CRESCENT JCT,0.0,0.0,0.0,0.0,"The County Line fire began in mid July and was caused by lightning. The fire consumed 3,565 acres of mixed brush on the Roan Cliffs. The fire was contained on the 1st of August.",No entry,49019,UT,Grand County,Utah,38.99,-109.56
200306,14,1700,200306,17,1500,1155388,5366263,UTAH,49.0,2003,June,wildfire,C,19,GRAND,GJT,14-JUN-03 17:00:00,MST,17-JUN-03 15:00:00,0,0,0,0,0.0,0.0,GOVT OFFICIAL,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,35.0,N,CRESCENT JCT,34.0,N,CRESCENT JCT,0.0,0.0,0.0,0.0,"This lightning caused fire became known as the Anna Laura Fire. The fire occurred on the Tavaputs Plateau in the Uintah and Ouray Indian Reservation. The fire consumed 240 acres of mixed brush, aspen, juniper, and pine trees.",No entry,49019,UT,Grand County,Utah,38.99,-109.56
200306,22,1700,200306,24,1400,1155390,5366265,UTAH,49.0,2003,June,wildfire,C,19,GRAND,GJT,22-JUN-03 17:00:00,MST,24-JUN-03 14:00:00,0,0,0,0,0.0,0.0,GOVT OFFICIAL,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,20.0,NE,CRESCENT JCT,20.0,NE,CRESCENT JCT,0.0,0.0,0.0,0.0,Lightning was the probable cause of the Spruce Fire which occurred in Horse Canyon along the Book Cliffs. The fire consumed around 23 acres of pinyon pine and juniper trees.,No entry,49019,UT,Grand County,Utah,38.99,-109.56
201205,1,1500,201205,3,1800,61587,368469,UTAH,49.0,2012,May,wildfire,Z,19,UTAHS DIXIE AND ZION NATIONAL PARK,SLC,01-MAY-12 15:00:00,MST-7,03-MAY-12 18:00:00,2,0,0,0,0.0,0.0,Newspaper,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"A debris burn near Toquerville, Utah got out of control on May 1st, becoming a wildfire in rural Washington County.","A private debris burn turned into a wildfire near Toquerville, with flames consuming approximately 250 acres of grassland. Two firefighters suffered heat exhaustion while fighting the blaze; one was treated at the scene, while the other was taken to the hospital for observation.",49019,UT,Grand County,Utah,38.99,-109.56
201206,23,1530,201206,25,1100,65715,395939,UTAH,49.0,2012,June,wildfire,Z,19,UTAHS DIXIE AND ZION NATIONAL PARK,SLC,23-JUN-12 15:30:00,MST-7,25-JUN-12 11:00:00,1,0,0,0,5000.0,0.0,State Official,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"With very dry fuels, a very dry air mass, and an increasing southwesterly flow as a low pressure system remained near the Pacific Coast, conditions across Utah became perfect for explosive fire growth. The winds were severe at times across northwest Utah, and any fires that started spread very quickly. Several of these wildfires caused property damage or injuries, and one caused a fatality. Note that some of these fires continued into July.","The Quail Fire began near Leeds, Utah on June 23rd, and was ignited by people burning debris. The fire threatened some residences in the area, with approximately 60 homes being evacuated, and also threatened a desert tortoise habitat. Two sheds were destroyed in the fire, local power infrastructure was damaged, and one firefighter suffered a heat-related injury. The fire burned 1,708 acres before being 100% contained on June 25th, and fire suppression cost a total of $250,000. This fire is not to be confused with another Quail Fire that began in July near Alpine, Utah.",49019,UT,Grand County,Utah,38.99,-109.56
200008,19,1530,200008,19,2130,1101408,5173888,TEXAS,48.0,2000,August,wildfire,C,77,CLAY,OUN,19-AUG-00 15:30:00,CST,19-AUG-00 21:30:00,0,0,0,0,0.0,0.0,NEWSPAPER,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,5.0,ENE,HENRIETTA,5.0,ENE,HENRIETTA,0.0,0.0,0.0,0.0,No entry,"A large grass fire consumed 2250 acres of open pasture, just north of Highway 82. Eighty firefighters from 20 fire departments and 2 helicopters battled the fire which lasted about 6 hours. No structures were damaged, and no one was injured.",48077,TX,Clay County,Texas,33.79,-98.21
201104,1,1600,201104,3,1200,51381,305108,TEXAS,48.0,2011,April,wildfire,Z,77,SCHLEICHER,SJT,01-APR-11 16:00:00,CST-6,03-APR-11 12:00:00,0,0,0,0,0.0,0.0,Park/Forest Service,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"Elevated fire weather conditions persisted April 1st and 2nd.  Then on April 3rd, strong southwest winds developed behind the dryline and brought a very dry air mass into the area. This combination of very warm temperatures, very low relative humidities, and strong winds created critical fire weather conditions across a large part of West Central Texas.",The Harkey Fire consumed 2713 acres in northwest Schleicher County.  A welding machine sparked this fire.,48077,TX,Clay County,Texas,33.79,-98.21
201510,6,1600,201510,7,2330,101057,604686,TEXAS,48.0,2015,October,wildfire,Z,77,SCHLEICHER,SJT,06-OCT-15 16:00:00,CST-6,07-OCT-15 23:30:00,0,0,0,0,0.0,0.0,Park/Forest Service,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,The Mertz wildfire burned many acres in extreme Western Schleicher County.  A long period of dry hot weather and abundant fuels created the ideal conditions for this wildfire.,The Mertz Wildfire burned an estimated 2250 acres about 13 miles east of Midway or in extreme western Schleicher County just north of U.S. Highway 190.,48077,TX,Clay County,Texas,33.79,-98.21
201508,28,1813,201508,29,2300,100176,600038,TEXAS,48.0,2015,August,wildfire,Z,77,Schleicher,SJT,28-AUG-15 18:13:00,CST-6,29-AUG-15 23:00:00,0,0,0,0,0.0,0.0,Park/Forest Service,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"Several large wildfires broke out from August 24 through the 28th.  As the rains ended in early July, hardly any rain fell through late August.  Plenty of the vegetation that blossomed from the wet spring, quickly dried, and fueled the wildfires.",The Willabee Fire burned approximately 400 acres southwest of Eldorado on County Road 102.  Four homes were threatened.,48077,TX,Clay County,Texas,33.79,-98.21
201701,24,1227,201701,27,1600,113848,681787,TEXAS,48.0,2017,January,wildfire,Z,77,SCHLEICHER,SJT,24-JAN-17 12:27:00,CST-6,27-JAN-17 16:00:00,0,0,0,0,0.0,0.0,Park/Forest Service,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,0.0,No direction,No location,0.0,No direction,No location,0.0,0.0,0.0,0.0,"Plenty of fuel and dry, windy conditions provided the right conditions for the Brush Top Wildfire.",A large wildfire broke out about 9 miles north of Sonora in Sutton County.  The fire burned about 650 acres as it expanded north into Schleicher County.,48077,TX,Clay County,Texas,33.79,-98.21
200007,17,1500,200007,20,1800,1100339,5173481,UTAH,49.0,2000,July,wildfire,C,37,SAN JUAN,GJT,17-JUL-00 15:00:00,MST,20-JUL-00 18:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,22.0,NW,BLANDING,22.0,NW,BLANDING,0.0,0.0,0.0,0.0,Lightning sparked a wildfire which consumed 10 acres.,No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200007,20,1700,200007,20,2200,1100340,5173482,UTAH,49.0,2000,July,wildfire,C,37,SAN JUAN,GJT,20-JUL-00 17:00:00,MST,20-JUL-00 22:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,17.0,W,MONTICELLO,17.0,W,MONTICELLO,0.0,0.0,0.0,0.0,A lightning sparked wildfire burned 8 acres.,No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200007,21,1630,200007,28,1200,1100341,5173483,UTAH,49.0,2000,July,wildfire,C,37,SAN JUAN,GJT,21-JUL-00 16:30:00,MST,28-JUL-00 12:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,17.0,WSW,MONTICELLO,17.0,WSW,MONTICELLO,0.0,0.0,0.0,0.0,A lightning sparked wildfire burned 8 acres.,No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200007,30,1700,200007,31,2300,1100343,5173485,UTAH,49.0,2000,July,wildfire,C,37,SAN JUAN,GJT,30-JUL-00 17:00:00,MST,31-JUL-00 23:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,10.0,N,FRY CANYON,10.0,N,FRY CANYON,0.0,0.0,0.0,0.0,Lightning sparked a wildfire which consumed 5 acres.,No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200008,5,1600,200008,8,1800,1102390,5156929,UTAH,49.0,2000,August,wildfire,C,37,SAN JUAN,GJT,05-AUG-00 16:00:00,MST,08-AUG-00 18:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,25.0,W,MONTICELLO,25.0,W,MONTICELLO,0.0,0.0,0.0,0.0,A lightning sparked wildfire consumed 20 acres.,No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200008,5,1730,200008,9,900,1102391,5156930,UTAH,49.0,2000,August,wildfire,C,37,SAN JUAN,GJT,05-AUG-00 17:30:00,MST,09-AUG-00 09:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,20.0,W,MONTICELLO,20.0,W,MONTICELLO,0.0,0.0,0.0,0.0,A lightning sparked wildfire consumed 33 acres.,No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200008,14,1500,200008,16,2000,1102392,5156931,UTAH,49.0,2000,August,wildfire,C,37,SAN JUAN,GJT,14-AUG-00 15:00:00,MST,16-AUG-00 20:00:00,0,0,0,0,0.0,0.0,PARK/FOREST SERVICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,24.0,NW,MONTICELLO,24.0,NW,MONTICELLO,0.0,0.0,0.0,0.0,Lightning sparked a wildfire which burned 100 acres.,No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200207,14,1200,200207,18,1200,1142580,5317874,UTAH,49.0,2002,July,wildfire,C,37,SAN JUAN,GJT,14-JUL-02 12:00:00,MST,18-JUL-02 12:00:00,0,0,0,0,0.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,8.0,NE,LA SAL,8.0,NE,LA SAL,0.0,0.0,0.0,0.0,This lightning caused wildfire became known as the Hang Dog fire. Thirty residences and several other structures were threatened and evacuations were ordered. On the 18th of July this fire was included in the Canyon Complex. (See the Canyon Complex entry for a continuation on this fire),No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200207,18,600,200207,21,1800,1142582,5317876,UTAH,49.0,2002,July,wildfire,C,37,SAN JUAN,GJT,18-JUL-02 06:00:00,MST,21-JUL-02 18:00:00,0,0,0,0,0.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,8.0,NE,LA SAL,8.0,NE,LA SAL,0.0,0.0,0.0,0.0,"The Canyon Complex consisted of the Hang Dog and Hammond wildfires. The Hang Dog fire occurred 8 miles northeast of La Sal, Utah, and the Hammond fire occurred 15 miles northwest of Blanding, Utah. Both of these fires were caused by lightning. Combined, these fires consumed 9,800 acres of forest consisting of mixed timber and brush. These fires were contained on the 21st of July. The cost of fighting these fires was 1.6 million dollars.",No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200207,11,1200,200207,16,1800,1142583,5317877,UTAH,49.0,2002,July,wildfire,C,37,SAN JUAN,GJT,11-JUL-02 12:00:00,MST,16-JUL-02 18:00:00,0,0,0,0,0.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,5.0,S,EASTLAND,5.0,S,EASTLAND,0.0,0.0,0.0,0.0,"This wildfire became known as the Horse Fire. This fire consumed 1,250 acres. The cost of fighting the fire was 186,000 dollars.",No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200207,6,1200,200207,8,1800,1142584,5317878,UTAH,49.0,2002,July,wildfire,C,37,SAN JUAN,GJT,06-JUL-02 12:00:00,MST,08-JUL-02 18:00:00,0,0,0,0,0.0,0.0,POST OFFICE,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,11.0,NE,LA SAL,11.0,NE,LA SAL,0.0,0.0,0.0,0.0,"This wildfire was named the Carpenter Fire. Several campgrounds were evacuated. The fire consumed 1,250 acres.",No entry,49037,UT,San Juan County,Utah,37.63,-109.81
200207,15,1200,200207,18,1200,1142581,5317875,UTAH,49.0,2002,July,wildfire,C,37,SAN JUAN,GJT,15-JUL-02 12:00:00,MST,18-JUL-02 12:00:00,0,0,0,0,0.0,0.0,OTHER FEDERAL AGENCY,0.0,No magnitude included,0.0,no tornado,0.0,0.0,No Cross Over,0.0,No Cross Over,15.0,NW,BLANDING,15.0,NW,BLANDING,0.0,0.0,0.0,0.0,This lightning caused wildfire became known as the Hammond fire. This fire was included in the Canyon Complex on July 18th. (See the Canyon Complex entry for a continuation on this fire),No entry,49037,UT,San Juan County,Utah,37.63,-109.81
