county_state,population,positive_tests,deaths,latitude,longitude,deaths_per_100K,death_risk_index,cluster,hotspot
"Calhoun County, Iowa",9668.0,81.0,2.0,42.386111111111,-94.647222222222,20.68680182043856,427.94376955810014,66.0,0.0
"Carroll County, Iowa",20165.0,175.0,1.0,42.037222222222,-94.85888888888901,4.959087527894868,24.59254910932243,66.0,0.0
"Cass County, Iowa",12836.0,42.0,1.0,41.329444444444,-94.929166666667,7.790588968526021,60.69327647651933,14.0,1.0
"Cedar County, Iowa",18627.0,117.0,1.0,41.768055555556,-91.128611111111,5.368551028077522,28.821340141072216,23.0,1.0
"Cerro Gordo County, Iowa",42450.0,572.0,17.0,43.079444444444,-93.26694444444401,40.04711425206125,1603.7713599176473,89.0,0.0
"Cherokee County, Iowa",11235.0,97.0,1.0,42.734722222222,-95.62416666666701,8.900756564307965,79.22346741707133,66.0,0.0
"Chickasaw County, Iowa",11933.0,48.0,0.0,43.06,-92.318888888889,0.0,0.0,23.0,1.0
"Clarke County, Iowa",9395.0,174.0,3.0,41.022777777778,-93.78638888888901,31.931878658861095,1019.6448746842286,14.0,1.0
"Clay County, Iowa",16016.0,168.0,1.0,43.080833333333,-95.14944444444401,6.243756243756244,38.98449203144508,66.0,0.0
"Clayton County, Iowa",17549.0,94.0,3.0,42.843611111111,-91.34333333333299,17.094991167587896,292.23872301990815,23.0,1.0
"Clinton County, Iowa",46429.0,288.0,3.0,41.892777777778,-90.5275,6.4614788171186115,41.750708504072534,23.0,1.0
"Crawford County, Iowa",16820.0,707.0,3.0,42.037222222222,-95.378611111111,17.835909631391203,318.1196723791535,66.0,0.0
"Dallas County, Iowa",93453.0,1739.0,35.0,41.682777777778,-94.035,37.451981209806,1402.6508965396617,14.0,1.0
"Davis County, Iowa",9000.0,49.0,1.0,40.744444444444,-92.413333333333,11.11111111111111,123.45679012345678,64.0,0.0
"Decatur County, Iowa",7870.0,21.0,0.0,40.741388888889,-93.78083333333299,0.0,0.0,14.0,1.0
"Delaware County, Iowa",17011.0,85.0,1.0,42.469444444444,-91.370277777778,5.87854917406384,34.55734039188666,23.0,1.0
"Des Moines County, Iowa",38967.0,144.0,2.0,40.927777777778,-91.183888888889,5.13254805348115,26.343049521293143,41.0,1.0
"Dickinson County, Iowa",17258.0,371.0,4.0,43.375833333333,-95.14972222222201,23.177656738903696,537.203771906448,66.0,0.0
"Dubuque County, Iowa",97311.0,1484.0,28.0,42.470833333333005,-90.878333333333,28.773725478106275,827.9272778894222,23.0,1.0
"Emmet County, Iowa",9208.0,178.0,1.0,43.377222222222,-94.6775,10.860121633362294,117.94224189142369,89.0,0.0
"Fayette County, Iowa",19650.0,77.0,0.0,42.865,-91.849444444444,0.0,0.0,23.0,1.0
"Floyd County, Iowa",15642.0,109.0,2.0,43.056666666667006,-92.78388888888901,12.786088735455824,163.4840651509503,89.0,0.0
"Franklin County, Iowa",10070.0,209.0,4.0,42.730833333333,-93.2675,39.7219463753724,1577.8330238479602,89.0,0.0
"Fremont County, Iowa",6960.0,32.0,0.0,40.743888888888996,-95.60861111111099,0.0,0.0,14.0,1.0
"Greene County, Iowa",8888.0,38.0,0.0,42.035277777778,-94.39555555555599,0.0,0.0,14.0,1.0
"Grundy County, Iowa",12232.0,72.0,1.0,42.401666666667,-92.7875,8.175277959450622,66.83516971427912,89.0,0.0
"Guthrie County, Iowa",10689.0,124.0,5.0,41.683333333333,-94.5,46.777060529516326,2188.0933917820344,14.0,1.0
"Hamilton County, Iowa",14773.0,237.0,1.0,42.381944444443995,-93.710833333333,6.769105801123672,45.82079334680615,89.0,0.0
"Hancock County, Iowa",10630.0,114.0,2.0,43.083333333332995,-93.73638888888901,18.81467544684854,353.9920121702453,89.0,0.0
"Hardin County, Iowa",16846.0,161.0,0.0,42.373888888889,-93.24472222222201,0.0,0.0,89.0,0.0
"Harrison County, Iowa",14049.0,90.0,0.0,41.682222222222,-95.824166666667,0.0,0.0,66.0,0.0
"Henry County, Iowa",19954.0,109.0,3.0,40.986666666667,-91.54194444444401,15.03457953292573,226.03858173186924,64.0,0.0
"Howard County, Iowa",9158.0,47.0,0.0,43.3575,-92.31555555555599,0.0,0.0,23.0,1.0
"Humboldt County, Iowa",9558.0,87.0,1.0,42.777222222222,-94.204166666667,10.462439840970914,109.46264742593549,89.0,0.0
"Ida County, Iowa",6860.0,29.0,0.0,42.386666666667,-95.51444444444401,0.0,0.0,66.0,0.0
"Iowa County, Iowa",16184.0,87.0,1.0,41.686111111111,-92.066944444444,6.1789421651013345,38.179326279667166,23.0,1.0
"Jackson County, Iowa",19439.0,132.0,1.0,42.170277777778004,-90.575,5.14429754617007,26.463797243531403,23.0,1.0
"Jasper County, Iowa",37185.0,450.0,24.0,41.688055555556005,-93.06138888888901,64.5421540943929,4165.689655144358,64.0,0.0
"Jefferson County, Iowa",18295.0,75.0,0.0,41.031388888889,-91.944722222222,0.0,0.0,64.0,0.0
"Johnson County, Iowa",151140.0,1881.0,15.0,41.666666666667,-91.583333333333,9.924573243350535,98.49715406262936,23.0,1.0
"Jones County, Iowa",20681.0,122.0,1.0,42.12,-91.13472222222201,4.835356123978531,23.380668845696686,23.0,1.0
"Keokuk County, Iowa",10246.0,28.0,1.0,41.336111111111,-92.179722222222,9.759906304899474,95.2557710804165,64.0,0.0
"Kossuth County, Iowa",14813.0,76.0,0.0,43.205,-94.20555555555599,0.0,0.0,89.0,0.0
"Lee County, Iowa",33657.0,89.0,3.0,40.642777777778,-91.474444444444,8.913450396648543,79.44959797351406,64.0,0.0
"Linn County, Iowa",226706.0,2005.0,87.0,42.078611111111,-91.599722222222,38.37569362963486,1472.6938615555976,23.0,1.0
"Louisa County, Iowa",11035.0,378.0,14.0,41.218055555556,-91.26,126.86905301314,16095.756612450929,41.0,3.0
"Lucas County, Iowa",8600.0,42.0,4.0,41.026111111111,-93.32833333333299,46.51162790697675,2163.331530557058,64.0,0.0
"Lyon County, Iowa",11755.0,99.0,0.0,43.383333333333,-96.21666666666701,0.0,0.0,66.0,0.0
"Madison County, Iowa",16338.0,93.0,2.0,41.33,-94.01,12.241400416207615,149.85188414992797,14.0,1.0
"Mahaska County, Iowa",22095.0,133.0,17.0,41.333888888889,-92.64555555555599,76.94048427245983,5919.838120080638,64.0,3.0
"Marion County, Iowa",33253.0,147.0,0.0,41.331111111111,-93.10222222222201,0.0,0.0,64.0,0.0
"Marshall County, Iowa",39369.0,1373.0,24.0,42.034166666667,-93.00111111111099,60.96167034976759,3716.3252518337326,89.0,0.0
"Mills County, Iowa",15109.0,76.0,0.0,41.033055555556004,-95.618888888889,0.0,0.0,14.0,1.0
"Mitchell County, Iowa",10586.0,76.0,0.0,43.355555555556,-92.78972222222201,0.0,0.0,89.0,0.0
"Monona County, Iowa",8615.0,89.0,0.0,42.047222222222,-95.96861111111099,0.0,0.0,66.0,0.0
"Monroe County, Iowa",7707.0,66.0,7.0,41.028333333333,-92.87,90.82652134423252,8249.456979494325,64.0,3.0
"Montgomery County, Iowa",9917.0,42.0,3.0,41.029166666666995,-95.151388888889,30.25108399717657,915.1280830042323,14.0,1.0
"Muscatine County, Iowa",42664.0,807.0,47.0,41.481111111111005,-91.11972222222201,110.16313519594974,12135.9163562011,23.0,3.0
"O'Brien County, Iowa",13753.0,116.0,1.0,43.081388888888995,-95.62611111111099,7.2711408419981085,52.86948914417296,66.0,0.0
"Osceola County, Iowa",5958.0,77.0,0.0,43.37777777777799,-95.627777777778,0.0,0.0,66.0,0.0
"Page County, Iowa",15107.0,69.0,0.0,40.738055555556,-95.148055555556,0.0,0.0,14.0,1.0
"Palo Alto County, Iowa",8886.0,74.0,0.0,43.08,-94.680833333333,0.0,0.0,89.0,0.0
"Plymouth County, Iowa",25177.0,435.0,8.0,42.738333333333,-96.220277777778,31.775032768002543,1009.6527074076354,66.0,0.0
"Pocahontas County, Iowa",6619.0,113.0,1.0,42.734444444444,-94.6775,15.108022359873093,228.25233962642534,66.0,0.0
"Polk County, Iowa",490161.0,9479.0,201.0,41.685,-93.570277777778,41.006934456229686,1681.5686734975175,14.0,1.0
"Pottawattamie County, Iowa",93206.0,1153.0,21.0,41.333333333333,-95.53333333333299,22.530738364482975,507.634171248785,14.0,1.0
"Poweshiek County, Iowa",18504.0,137.0,8.0,41.684166666667,-92.53,43.23389537397319,1869.1697092076604,64.0,0.0
"Ringgold County, Iowa",4894.0,21.0,1.0,40.732222222222,-94.248055555556,20.43318348998774,417.5149875355076,14.0,1.0
"Sac County, Iowa",9721.0,79.0,0.0,42.381111111111004,-95.11277777777799,0.0,0.0,66.0,0.0
"Scott County, Iowa",172943.0,1557.0,12.0,41.635833333333004,-90.633888888889,6.9387023470160685,48.145590260486294,23.0,1.0
"Shelby County, Iowa",11454.0,155.0,1.0,41.681388888888996,-95.312777777778,8.730574471800244,76.22293060765011,14.0,1.0
"Sioux County, Iowa",34855.0,588.0,2.0,43.081388888888995,-96.179444444444,5.738057667479557,32.92530579532094,66.0,0.0
"Story County, Iowa",97117.0,1088.0,13.0,42.037777777778004,-93.46638888888901,13.385915957041506,179.18274600897843,89.0,0.0
"Tama County, Iowa",16854.0,534.0,29.0,42.078611111111,-92.53138888888901,172.06597840275305,29606.700923696677,23.0,3.0
"Taylor County, Iowa",6121.0,93.0,0.0,40.735833333333,-94.6925,0.0,0.0,14.0,1.0
"Union County, Iowa",12241.0,66.0,1.0,41.025833333333004,-94.241388888889,8.16926721673066,66.7369268583503,14.0,1.0
"Van Buren County, Iowa",7044.0,29.0,1.0,40.75,-91.95166666666701,14.19647927314026,201.54002375270102,64.0,0.0
"Wapello County, Iowa",34969.0,827.0,31.0,41.029444444443996,-92.40888888888901,88.64994709599931,7858.813120123476,64.0,3.0
"Warren County, Iowa",51466.0,503.0,1.0,41.33,-93.56,1.943030350134069,3.7753669415421234,14.0,1.0
"Washington County, Iowa",21965.0,284.0,10.0,41.334722222222,-91.719722222222,45.52697473252902,2072.705428296336,64.0,0.0
"Wayne County, Iowa",6441.0,15.0,1.0,40.738055555556,-93.32666666666701,15.52553951249806,241.0423771541385,64.0,0.0
"Webster County, Iowa",35904.0,699.0,5.0,42.426111111111005,-94.18861111111099,13.92602495543672,193.9341710594463,89.0,0.0
"Winnebago County, Iowa",10354.0,71.0,0.0,43.378888888889,-93.73194444444401,0.0,0.0,89.0,0.0
"Winneshiek County, Iowa",19991.0,77.0,1.0,43.283333333333,-91.866666666667,5.00225101295583,25.022515196617633,23.0,1.0
"Woodbury County, Iowa",103107.0,3620.0,49.0,42.391388888889,-96.050833333333,47.52344651672534,2258.477968828054,66.0,0.0
"Worth County, Iowa",7381.0,59.0,0.0,43.378888888889,-93.257222222222,0.0,0.0,89.0,0.0
"Wright County, Iowa",12562.0,439.0,1.0,42.733055555556,-93.73555555555599,7.960515841426524,63.36981246160264,89.0,0.0
"Allen County, Kansas",12369.0,14.0,0.0,37.8833,-95.2833,0.0,0.0,91.0,0.0
"Anderson County, Kansas",7858.0,27.0,0.0,38.2,-95.2833,0.0,0.0,91.0,0.0
"Atchison County, Kansas",16073.0,61.0,0.0,39.5333,-95.3,0.0,0.0,72.0,0.0
"Barber County, Kansas",4427.0,4.0,0.0,37.093333333333,-98.945,0.0,0.0,24.0,1.0
"Barton County, Kansas",25779.0,109.0,3.0,38.4667,-98.7667,11.637379262190153,135.42859609205343,24.0,1.0
"Bourbon County, Kansas",14534.0,69.0,1.0,37.85,-94.85,6.88041832943443,47.34015638801727,91.0,0.0
"Brown County, Kansas",9564.0,36.0,0.0,39.8,-95.5833,0.0,0.0,72.0,0.0
"Butler County, Kansas",66911.0,215.0,0.0,37.7833,-96.8333,0.0,0.0,91.0,0.0
"Chase County, Kansas",2648.0,6.0,0.0,38.3,-96.5833,0.0,0.0,72.0,0.0
"Chautauqua County, Kansas",3250.0,5.0,0.0,37.15,-96.2333,0.0,0.0,91.0,0.0
"Cherokee County, Kansas",19939.0,74.0,1.0,37.1667,-94.85,5.015296654797131,25.153200535619295,91.0,0.0
"Cheyenne County, Kansas",2657.0,2.0,0.0,39.8,-101.8,0.0,0.0,99.0,0.0
"Clark County, Kansas",1994.0,44.0,1.0,37.2333,-99.8333,50.15045135406219,2515.067771016158,68.0,0.0
"Clay County, Kansas",8002.0,18.0,2.0,39.35,-97.1667,24.993751562109473,624.6876171484497,72.0,0.0
"Cloud County, Kansas",8786.0,29.0,0.0,39.57,-97.66,0.0,0.0,72.0,0.0
"Coffey County, Kansas",8179.0,67.0,8.0,38.19,-95.75,97.81146839466928,9567.083349521386,91.0,3.0
"Comanche County, Kansas",1700.0,3.0,0.0,37.1833,-99.2667,0.0,0.0,24.0,1.0
"Cowley County, Kansas",34908.0,151.0,2.0,37.25,-96.98,5.729345708720064,32.825402250029015,91.0,0.0
"Crawford County, Kansas",38818.0,380.0,1.0,37.5167,-94.85,2.576124478334793,6.63641732787571,91.0,0.0
"Decatur County, Kansas",2827.0,6.0,0.0,39.8,-100.46700000000001,0.0,0.0,60.0,0.0
"Dickinson County, Kansas",18466.0,40.0,1.0,38.8833,-97.1667,5.415357955160836,29.32610178252375,72.0,0.0
"Doniphan County, Kansas",7600.0,42.0,0.0,39.854444444444,-94.971666666667,0.0,0.0,14.0,1.0
"Douglas County, Kansas",122259.0,663.0,3.0,38.8667,-95.2333,2.4538070816872377,6.021169194138438,72.0,0.0
"Edwards County, Kansas",2798.0,10.0,0.0,37.8833,-99.2667,0.0,0.0,24.0,1.0
"Elk County, Kansas",2530.0,1.0,0.0,37.45,-96.2333,0.0,0.0,91.0,0.0
"Ellis County, Kansas",28553.0,133.0,1.0,38.9167,-99.3167,3.5022589570272826,12.26581780207783,60.0,0.0
"Ellsworth County, Kansas",6102.0,18.0,0.0,38.654444444443996,-98.212777777778,0.0,0.0,24.0,1.0
"Finney County, Kansas",36467.0,1737.0,10.0,37.960555555556,-100.85583333333,27.422052814873723,751.9689805817238,68.0,0.0
"Ford County, Kansas",33619.0,2106.0,10.0,37.7,-99.9,29.74508462476576,884.7700593344764,24.0,1.0
"Franklin County, Kansas",25544.0,150.0,1.0,38.5833,-95.2833,3.914813654870028,15.325765952356827,72.0,0.0
"Geary County, Kansas",31670.0,179.0,1.0,38.908611111111,-96.752222222222,3.157562361856647,9.970200069013726,72.0,0.0
"Gove County, Kansas",2636.0,3.0,0.0,38.92,-100.49666666667,0.0,0.0,99.0,0.0
"Graham County, Kansas",2482.0,17.0,0.0,39.35,-99.8833,0.0,0.0,60.0,0.0
"Grant County, Kansas",7150.0,92.0,2.0,37.5833,-101.333,27.972027972027973,782.4343488679153,68.0,0.0
"Gray County, Kansas",5988.0,64.0,0.0,37.7333,-100.43299999999999,0.0,0.0,68.0,0.0
"Greeley County, Kansas",1232.0,3.0,0.0,38.4667,-101.833,0.0,0.0,99.0,0.0
"Greenwood County, Kansas",5982.0,15.0,0.0,37.8667,-96.2667,0.0,0.0,91.0,0.0
"Hamilton County, Kansas",2539.0,41.0,0.0,38.0167,-101.667,0.0,0.0,99.0,0.0
"Harper County, Kansas",5436.0,8.0,0.0,37.2,-98.0833,0.0,0.0,24.0,1.0
"Harvey County, Kansas",34429.0,165.0,3.0,38.123888888889,-97.64527777777799,8.713584478201517,75.9265544587544,24.0,1.0
"Haskell County, Kansas",3968.0,39.0,0.0,37.5667,-100.867,0.0,0.0,68.0,0.0
"Hodgeman County, Kansas",1794.0,11.0,0.0,38.043888888889,-100.17138888889,0.0,0.0,68.0,0.0
"Jackson County, Kansas",13171.0,144.0,1.0,39.4,-95.8333,7.592437931819908,57.64511374853776,72.0,0.0
"Jefferson County, Kansas",19043.0,61.0,0.0,39.2167,-95.4,0.0,0.0,72.0,0.0
"Jewell County, Kansas",2879.0,9.0,0.0,39.6125,-97.996666666667,0.0,0.0,60.0,0.0
"Johnson County, Kansas",602401.0,4995.0,98.0,38.8667,-94.8667,16.26823328646533,264.65541426285847,72.0,0.0
"Kearny County, Kansas",3838.0,54.0,1.0,38.008055555556,-101.14833333333,26.055237102657635,678.8753804757071,68.0,0.0
"Kingman County, Kansas",7152.0,9.0,0.0,37.520555555556,-97.871666666667,0.0,0.0,24.0,1.0
"Kiowa County, Kansas",2475.0,6.0,0.0,37.5667,-99.2833,0.0,0.0,24.0,1.0
"Labette County, Kansas",19618.0,109.0,0.0,37.104722222222,-95.450833333333,0.0,0.0,91.0,0.0
"Lane County, Kansas",1535.0,5.0,0.0,38.4667,-100.46700000000001,0.0,0.0,99.0,0.0
"Leavenworth County, Kansas",81758.0,1422.0,8.0,39.268611111111,-95.12555555555599,9.784975170625504,95.74573908975762,72.0,0.0
"Lincoln County, Kansas",2962.0,6.0,0.0,39.05,-98.2,0.0,0.0,24.0,1.0
"Linn County, Kansas",9703.0,33.0,0.0,38.2167,-94.85,0.0,0.0,91.0,0.0
"Logan County, Kansas",2794.0,2.0,0.0,38.9,-101.133,0.0,0.0,99.0,0.0
"Lyon County, Kansas",33195.0,644.0,11.0,38.45,-96.15,33.13752071095044,1098.0952788686693,72.0,0.0
"McPherson County, Kansas",28542.0,141.0,1.0,38.4,-97.6667,3.503608716978488,12.275274041687647,24.0,1.0
"Marion County, Kansas",11884.0,51.0,1.0,38.4,-97.15,8.41467519353753,70.80675861273586,72.0,0.0
"Marshall County, Kansas",9707.0,9.0,0.0,39.8,-96.55,0.0,0.0,72.0,0.0
"Meade County, Kansas",4033.0,57.0,0.0,37.2333,-100.367,0.0,0.0,68.0,0.0
"Miami County, Kansas",34237.0,122.0,0.0,38.5833,-94.85,0.0,0.0,91.0,0.0
"Mitchell County, Kansas",5979.0,27.0,0.0,39.4,-98.2,0.0,0.0,60.0,0.0
"Montgomery County, Kansas",31829.0,152.0,5.0,37.2,-95.7333,15.70894467309686,246.77094274241824,91.0,0.0
"Morris County, Kansas",5620.0,9.0,0.0,38.7,-96.6333,0.0,0.0,72.0,0.0
"Morton County, Kansas",2587.0,9.0,2.0,37.2,-101.8,77.30962504831851,5976.778125111597,68.0,3.0
"Nemaha County, Kansas",10231.0,46.0,0.0,39.8,-96.0167,0.0,0.0,72.0,0.0
"Neosho County, Kansas",16007.0,51.0,0.0,37.6825,-95.2975,0.0,0.0,91.0,0.0
"Ness County, Kansas",2750.0,5.0,0.0,38.458055555556,-99.6875,0.0,0.0,24.0,1.0
"Norton County, Kansas",5361.0,22.0,0.0,39.885833333333004,-99.68361111111099,0.0,0.0,60.0,0.0
"Osage County, Kansas",15949.0,37.0,0.0,38.65,-95.7333,0.0,0.0,72.0,0.0
"Osborne County, Kansas",3421.0,4.0,0.0,39.5325,-98.665,0.0,0.0,60.0,0.0
"Ottawa County, Kansas",5704.0,30.0,0.0,39.1333,-97.6667,0.0,0.0,72.0,0.0
"Pawnee County, Kansas",6414.0,7.0,0.0,38.15,-99.2,0.0,0.0,24.0,1.0
"Phillips County, Kansas",5234.0,47.0,8.0,39.8,-99.35,152.84677111196027,23362.135439351972,60.0,3.0
"Pottawatomie County, Kansas",24383.0,109.0,0.0,39.3333,-96.3,0.0,0.0,72.0,0.0
"Pratt County, Kansas",9164.0,33.0,0.0,37.656666666667,-98.74,0.0,0.0,24.0,1.0
"Reno County, Kansas",61998.0,229.0,1.0,37.784444444444,-98.000277777778,1.6129552566211813,2.601624659861901,24.0,1.0
"Republic County, Kansas",4636.0,28.0,0.0,39.959444444443996,-97.424444444444,0.0,0.0,72.0,0.0
"Rice County, Kansas",9537.0,26.0,0.0,38.35,-98.2,0.0,0.0,24.0,1.0
"Riley County, Kansas",74232.0,449.0,5.0,39.113055555556,-96.62805555555599,6.735639616337967,45.368841041181476,72.0,0.0
"Rooks County, Kansas",4920.0,16.0,0.0,39.451388888889,-99.101944444444,0.0,0.0,60.0,0.0
"Rush County, Kansas",3036.0,6.0,0.0,38.5167,-99.3,0.0,0.0,24.0,1.0
"Russell County, Kansas",6856.0,11.0,0.0,38.9167,-98.7667,0.0,0.0,24.0,1.0
"Saline County, Kansas",54224.0,345.0,5.0,38.7833,-97.6667,9.221009147241073,85.02700969350354,24.0,1.0
"Scott County, Kansas",4823.0,28.0,0.0,38.4667,-100.9,0.0,0.0,99.0,0.0
"Sedgwick County, Kansas",516042.0,4196.0,39.0,37.7167,-97.45,7.55752438754985,57.11617486841073,24.0,1.0
"Seward County, Kansas",21428.0,1188.0,4.0,37.2,-100.833,18.667164457718872,348.4630288915227,68.0,0.0
"Shawnee County, Kansas",176875.0,1398.0,19.0,38.903333333333,-95.83138888888901,10.742049469964664,115.39162681516812,72.0,0.0
"Sheridan County, Kansas",2521.0,7.0,0.0,39.35,-100.43299999999999,0.0,0.0,60.0,0.0
"Sherman County, Kansas",5917.0,14.0,0.0,39.35,-101.71700000000001,0.0,0.0,99.0,0.0
"Smith County, Kansas",3583.0,3.0,0.0,39.8333,-98.75,0.0,0.0,60.0,0.0
"Stafford County, Kansas",4156.0,3.0,0.0,38.0667,-98.7167,0.0,0.0,24.0,1.0
"Stanton County, Kansas",2006.0,23.0,0.0,37.5667,-101.78299999999999,0.0,0.0,68.0,0.0
"Stevens County, Kansas",5485.0,43.0,0.0,37.2,-101.3,0.0,0.0,68.0,0.0
"Sumner County, Kansas",22836.0,97.0,3.0,37.2333,-97.4833,13.137151865475564,172.5847591365681,24.0,1.0
"Thomas County, Kansas",7777.0,32.0,0.0,39.35,-101.05,0.0,0.0,99.0,0.0
"Trego County, Kansas",2803.0,5.0,0.0,39.008333333333,-100.065,0.0,0.0,60.0,0.0
"Wabaunsee County, Kansas",6931.0,39.0,0.0,39.018611111111,-96.2925,0.0,0.0,72.0,0.0
"Washington County, Kansas",5406.0,2.0,0.0,39.8,-97.1,0.0,0.0,72.0,0.0
"Wichita County, Kansas",2119.0,3.0,0.0,38.4667,-101.35,0.0,0.0,99.0,0.0
"Wilson County, Kansas",8525.0,10.0,0.0,37.5667,-95.7333,0.0,0.0,91.0,0.0
"Woodson County, Kansas",3138.0,11.0,0.0,37.842777777778004,-95.724444444444,0.0,0.0,91.0,0.0
"Wyandotte County, Kansas",165429.0,4587.0,95.0,39.063611111111,-94.818611111111,57.42644880885455,3297.7970227959922,72.0,0.0
"Adair County, Kentucky",19202.0,202.0,19.0,37.11,-85.28,98.94802624726591,9790.711898229625,19.0,3.0
"Allen County, Kentucky",21315.0,216.0,8.0,36.75,-86.19,37.53225428102275,1408.6701114153507,19.0,1.0
"Anderson County, Kentucky",22747.0,72.0,1.0,38.0,-84.99,4.396184112190618,19.326434748277215,87.0,0.0
"Ballard County, Kentucky",7888.0,30.0,0.0,37.06,-89.0,0.0,0.0,61.0,0.0
"Barren County, Kentucky",44249.0,315.0,2.0,36.96,-85.93,4.519876155393343,20.429280460093302,19.0,1.0
"Bath County, Kentucky",12500.0,32.0,1.0,38.14,-83.74,8.0,64.0,87.0,0.0
"Bell County, Kentucky",26032.0,267.0,2.0,36.74,-83.67,7.682851874615857,59.02621292728839,63.0,0.0
"Boone County, Kentucky",133581.0,984.0,24.0,38.97,-84.73,17.9666269903654,322.79968541092643,87.0,0.0
"Bourbon County, Kentucky",19788.0,68.0,1.0,38.2,-84.21,5.053567818880129,25.538547700020867,87.0,0.0
"Boyd County, Kentucky",46718.0,165.0,3.0,38.36,-82.69,6.421507770024402,41.23576204048376,10.0,1.0
"Boyle County, Kentucky",30060.0,129.0,0.0,37.62,-84.87,0.0,0.0,87.0,0.0
"Bracken County, Kentucky",8303.0,29.0,0.0,38.69,-84.08,0.0,0.0,87.0,0.0
"Breathitt County, Kentucky",12630.0,24.0,0.0,37.52,-83.32,0.0,0.0,63.0,0.0
"Breckinridge County, Kentucky",20477.0,49.0,2.0,37.77,-86.43,9.767055721052888,95.39537745815194,19.0,1.0
"Bullitt County, Kentucky",81676.0,300.0,4.0,37.97,-85.7,4.897399480875655,23.984521675281133,19.0,1.0
"Butler County, Kentucky",12879.0,291.0,15.0,37.21,-86.68,116.46866992778943,13564.951074748364,19.0,3.0
"Caldwell County, Kentucky",12747.0,45.0,0.0,37.15,-87.87,0.0,0.0,55.0,0.0
"Calloway County, Kentucky",39001.0,175.0,2.0,36.62,-88.27,5.128073639137457,26.297139248416485,61.0,0.0
"Campbell County, Kentucky",93584.0,494.0,13.0,38.95,-84.38,13.891263463839973,192.96720062181532,87.0,0.0
"Carlisle County, Kentucky",4760.0,22.0,1.0,36.85,-88.98,21.008403361344538,441.3530117929525,61.0,0.0
"Carroll County, Kentucky",10631.0,140.0,2.0,38.67,-85.13,18.812905653278147,353.92541911914486,87.0,0.0
"Carter County, Kentucky",26797.0,94.0,1.0,38.33,-83.05,3.731761018024406,13.926040295646551,10.0,1.0
"Casey County, Kentucky",16159.0,183.0,10.0,37.32,-84.93,61.88501763723002,3829.755407960271,19.0,1.0
"Christian County, Kentucky",70461.0,558.0,6.0,36.9,-87.49,8.515348916421852,72.5111671684068,61.0,0.0
"Clark County, Kentucky",36263.0,148.0,7.0,37.97,-84.15,19.30342222099661,372.62210944206566,87.0,0.0
"Clay County, Kentucky",19901.0,142.0,5.0,37.16,-83.71,25.124365609768354,631.2337472933108,63.0,0.0
"Clinton County, Kentucky",10218.0,26.0,0.0,36.72,-85.13,0.0,0.0,19.0,1.0
"Crittenden County, Kentucky",8806.0,26.0,1.0,37.36,-88.09,11.355893708834886,128.95632192635574,55.0,0.0
"Cumberland County, Kentucky",6614.0,47.0,0.0,36.78,-85.39,0.0,0.0,19.0,1.0
"Daviess County, Kentucky",101511.0,689.0,7.0,37.73,-87.09,6.895804395582745,47.55211826213831,55.0,0.0
"Edmonson County, Kentucky",12150.0,94.0,12.0,37.21,-86.25,98.76543209876543,9754.610577655845,19.0,3.0
"Elliott County, Kentucky",7517.0,7.0,0.0,38.116666666667,-83.1,0.0,0.0,10.0,1.0
"Estill County, Kentucky",14106.0,12.0,0.0,37.69,-83.96,0.0,0.0,63.0,0.0
"Fayette County, Kentucky",323152.0,3164.0,46.0,38.04,-84.46,14.234787344655146,202.6291707475543,87.0,0.0
"Fleming County, Kentucky",14581.0,53.0,0.0,38.37,-83.69,0.0,0.0,87.0,0.0
"Floyd County, Kentucky",35589.0,80.0,1.0,37.56,-82.75,2.8098569782798055,7.895296238387719,10.0,1.0
"Franklin County, Kentucky",50991.0,245.0,5.0,38.24,-84.88,9.805651977800004,96.15081070973312,87.0,0.0
"Fulton County, Kentucky",5969.0,49.0,1.0,36.55,-89.19,16.753224995811692,280.67054776028965,61.0,0.0
"Gallatin County, Kentucky",8869.0,77.0,8.0,38.76,-84.86,90.20182658698837,8136.369519629123,87.0,3.0
"Garrard County, Kentucky",17666.0,67.0,0.0,37.65,-84.54,0.0,0.0,87.0,0.0
"Grant County, Kentucky",25069.0,96.0,5.0,38.64,-84.61,19.94495193266584,397.80110759635085,87.0,0.0
"Graves County, Kentucky",37266.0,494.0,22.0,36.72,-88.65,59.03504534964848,3485.136579435052,61.0,0.0
"Grayson County, Kentucky",26427.0,175.0,11.0,37.46,-86.35,41.62409656790404,1732.565415094201,19.0,1.0
"Green County, Kentucky",10941.0,35.0,2.0,37.26,-85.55,18.279864729001005,334.153454510575,19.0,1.0
"Greenup County, Kentucky",35098.0,88.0,1.0,38.54,-82.92,2.849165194597983,8.11774230610856,10.0,1.0
"Hancock County, Kentucky",8722.0,43.0,0.0,37.84,-86.78,0.0,0.0,19.0,1.0
"Hardin County, Kentucky",110958.0,511.0,8.0,37.7,-85.96,7.209935290830765,51.9831668979669,19.0,1.0
"Harlan County, Kentucky",26010.0,193.0,3.0,36.86,-83.22,11.534025374855824,133.03374134781805,63.0,0.0
"Harrison County, Kentucky",18886.0,113.0,0.0,38.44,-84.33,0.0,0.0,87.0,0.0
"Hart County, Kentucky",19035.0,94.0,0.0,37.29,-85.89,0.0,0.0,19.0,1.0
