,population,county_name,state_name,cumulative_confirmed,cumulative_deceased,latitude,longitude
"Caribou County, Idaho",7155.0,Caribou County,Idaho,29.0,0.0,42.76,-111.55
"Cassia County, Idaho",24030.0,Cassia County,Idaho,464.0,1.0,42.27,-113.61
"Clark County, Idaho",845.0,Clark County,Idaho,2.0,0.0,44.28,-112.38
"Clearwater County, Idaho",8756.0,Clearwater County,Idaho,15.0,0.0,46.67,-115.66
"Custer County, Idaho",4315.0,Custer County,Idaho,7.0,0.0,44.23,-114.29
"Elmore County, Idaho",27511.0,Elmore County,Idaho,197.0,3.0,43.34,-115.47
"Franklin County, Idaho",13876.0,Franklin County,Idaho,48.0,0.0,42.18,-111.81
"Fremont County, Idaho",13099.0,Fremont County,Idaho,45.0,0.0,44.22,-111.48
"Gem County, Idaho",18112.0,Gem County,Idaho,150.0,0.0,44.06,-116.41
"Gooding County, Idaho",15179.0,Gooding County,Idaho,131.0,0.0,42.97,-114.8
"Idaho County, Idaho",16667.0,Idaho County,Idaho,29.0,0.0,45.85,-115.46
"Jefferson County, Idaho",29871.0,Jefferson County,Idaho,131.0,1.0,43.82,-112.31
"Jerome County, Idaho",24412.0,Jerome County,Idaho,414.0,6.0,42.69,-114.26
"Kootenai County, Idaho",165697.0,Kootenai County,Idaho,1538.0,10.0,47.68,-116.7
"Latah County, Idaho",40108.0,Latah County,Idaho,81.0,0.0,46.84,-116.67666666667
"Lemhi County, Idaho",8027.0,Lemhi County,Idaho,12.0,0.0,44.96,-113.95
"Lincoln County, Idaho",5366.0,Lincoln County,Idaho,50.0,0.0,42.98,-114.13
"Madison County, Idaho",39907.0,Madison County,Idaho,131.0,0.0,43.79,-111.66
"Minidoka County, Idaho",21039.0,Minidoka County,Idaho,420.0,2.0,42.85,-113.64
"Nez Perce County, Idaho",40408.0,Nez Perce County,Idaho,130.0,19.0,46.33,-116.75
"Oneida County, Idaho",4531.0,Oneida County,Idaho,9.0,0.0,42.21,-112.52
"Owyhee County, Idaho",11823.0,Owyhee County,Idaho,227.0,1.0,42.56,-116.17
"Payette County, Idaho",23951.0,Payette County,Idaho,323.0,2.0,44.01,-116.76
"Power County, Idaho",7681.0,Power County,Idaho,50.0,0.0,42.69,-112.84
"Shoshone County, Idaho",12882.0,Shoshone County,Idaho,67.0,1.0,47.35,-115.89
"Teton County, Idaho",12142.0,Teton County,Idaho,57.0,0.0,43.75,-111.21
"Twin Falls County, Idaho",86878.0,Twin Falls County,Idaho,1199.0,32.0,42.35,-114.66
"Valley County, Idaho",11392.0,Valley County,Idaho,46.0,1.0,44.74,-115.56
"Washington County, Idaho",10194.0,Washington County,Idaho,183.0,2.0,44.45,-116.78
"Adams County, Illinois",65435.0,Adams County,Illinois,393.0,2.0,39.99,-91.19
"Alexander County, Illinois",5761.0,Alexander County,Illinois,35.0,0.0,37.19,-89.34
"Bond County, Illinois",16426.0,Bond County,Illinois,48.0,2.0,38.88,-89.44
"Boone County, Illinois",53544.0,Boone County,Illinois,722.0,23.0,42.33,-88.81
"Brown County, Illinois",6578.0,Brown County,Illinois,13.0,0.0,39.95,-90.75
"Bureau County, Illinois",32628.0,Bureau County,Illinois,123.0,2.0,41.41,-89.53
"Calhoun County, Illinois",4739.0,Calhoun County,Illinois,6.0,0.0,39.16,-90.67
"Carroll County, Illinois",14305.0,Carroll County,Illinois,43.0,3.0,42.06,-89.92
"Cass County, Illinois",12147.0,Cass County,Illinois,192.0,11.0,39.98,-90.25
"Champaign County, Illinois",209689.0,Champaign County,Illinois,1486.0,19.0,40.14,-88.2
"Christian County, Illinois",32304.0,Christian County,Illinois,101.0,5.0,39.55,-89.28
"Clark County, Illinois",15441.0,Clark County,Illinois,66.0,0.0,39.33,-87.79
"Clay County, Illinois",13184.0,Clay County,Illinois,12.0,0.0,38.76,-88.49
"Clinton County, Illinois",37562.0,Clinton County,Illinois,330.0,17.0,38.61,-89.42
"Coles County, Illinois",50621.0,Coles County,Illinois,367.0,19.0,39.51,-88.22
"Cook County, Illinois",5150233.0,Cook County,Illinois,105493.0,4886.0,41.8,-87.71666666666702
"Crawford County, Illinois",18667.0,Crawford County,Illinois,29.0,0.0,39.0,-87.76
"Cumberland County, Illinois",10766.0,Cumberland County,Illinois,46.0,2.0,39.27,-88.24
"DeKalb County, Illinois",104897.0,DeKalb County,Illinois,836.0,29.0,41.89,-88.77
"De Witt County, Illinois",15638.0,De Witt County,Illinois,27.0,0.0,40.17463,-88.90409
"Douglas County, Illinois",19465.0,Douglas County,Illinois,103.0,2.0,39.77,-88.22
"DuPage County, Illinois",922921.0,DuPage County,Illinois,11267.0,510.0,41.833333333333,-88.083333333333
"Edgar County, Illinois",17161.0,Edgar County,Illinois,25.0,0.0,39.68,-87.75
"Edwards County, Illinois",6395.0,Edwards County,Illinois,12.0,0.0,38.42,-88.06
"Effingham County, Illinois",34008.0,Effingham County,Illinois,83.0,1.0,39.06,-88.59
"Fayette County, Illinois",21336.0,Fayette County,Illinois,53.0,3.0,39.0,-89.02
"Ford County, Illinois",12961.0,Ford County,Illinois,38.0,1.0,40.59,-88.22
"Franklin County, Illinois",38469.0,Franklin County,Illinois,116.0,0.0,37.99,-88.92
"Fulton County, Illinois",34340.0,Fulton County,Illinois,24.0,0.0,40.48,-90.21
"Gallatin County, Illinois",4828.0,Gallatin County,Illinois,42.0,0.0,37.76,-88.23
"Greene County, Illinois",12969.0,Greene County,Illinois,17.0,0.0,39.35,-90.39
"Grundy County, Illinois",51054.0,Grundy County,Illinois,269.0,5.0,41.29,-88.43
"Hamilton County, Illinois",8116.0,Hamilton County,Illinois,19.0,0.0,38.08,-88.54
"Hancock County, Illinois",17708.0,Hancock County,Illinois,28.0,1.0,40.4,-91.17
"Hardin County, Illinois",3821.0,Hardin County,Illinois,16.0,0.0,37.531388888889,-88.36833055555599
"Henderson County, Illinois",6646.0,Henderson County,Illinois,9.0,0.0,40.81,-90.93
"Henry County, Illinois",48913.0,Henry County,Illinois,194.0,1.0,41.35,-90.14
"Iroquois County, Illinois",27114.0,Iroquois County,Illinois,240.0,7.0,40.74,-87.82
"Jackson County, Illinois",56750.0,Jackson County,Illinois,616.0,19.0,37.79,-89.38
"Jasper County, Illinois",9610.0,Jasper County,Illinois,50.0,7.0,39.01,-88.15
"Jefferson County, Illinois",37684.0,Jefferson County,Illinois,176.0,17.0,38.3,-88.92
"Jersey County, Illinois",21773.0,Jersey County,Illinois,62.0,1.0,39.09,-90.36
"Jo Daviess County, Illinois",21235.0,Jo Daviess County,Illinois,110.0,1.0,42.36,-90.21
"Johnson County, Illinois",12417.0,Johnson County,Illinois,53.0,0.0,37.46,-88.87
"Kane County, Illinois",532403.0,Kane County,Illinois,9148.0,298.0,41.95,-88.433333333333
"Kankakee County, Illinois",109862.0,Kankakee County,Illinois,1741.0,68.0,41.14,-87.86
"Kendall County, Illinois",128990.0,Kendall County,Illinois,1322.0,24.0,41.59,-88.43
"Knox County, Illinois",49699.0,Knox County,Illinois,241.0,1.0,40.93,-90.21
"Lake County, Illinois",696535.0,Lake County,Illinois,11855.0,440.0,42.43,-87.78
"LaSalle County, Illinois",108669.0,LaSalle County,Illinois,480.0,18.0,41.345556,-88.8425
"Lawrence County, Illinois",15678.0,Lawrence County,Illinois,40.0,0.0,38.72,-87.73
"Lee County, Illinois",34096.0,Lee County,Illinois,136.0,2.0,41.75,-89.3
"Livingston County, Illinois",35648.0,Livingston County,Illinois,85.0,2.0,40.89,-88.56
"Logan County, Illinois",28618.0,Logan County,Illinois,79.0,0.0,40.13,-89.36
"McDonough County, Illinois",29682.0,McDonough County,Illinois,123.0,15.0,40.46,-90.68
"McHenry County, Illinois",307774.0,McHenry County,Illinois,2934.0,114.0,42.32,-88.45
"McLean County, Illinois",171517.0,McLean County,Illinois,536.0,15.0,40.49,-88.85
"Macon County, Illinois",104009.0,Macon County,Illinois,434.0,23.0,39.86,-88.96
"Macoupin County, Illinois",44926.0,Macoupin County,Illinois,127.0,3.0,39.26,-89.92
"Madison County, Illinois",262966.0,Madison County,Illinois,2099.0,72.0,38.83,-89.91
"Marion County, Illinois",37205.0,Marion County,Illinois,130.0,0.0,38.65,-88.92
"Marshall County, Illinois",11438.0,Marshall County,Illinois,18.0,0.0,41.03,-89.34
"Mason County, Illinois",13359.0,Mason County,Illinois,42.0,0.0,40.24,-89.91
"Massac County, Illinois",13772.0,Massac County,Illinois,33.0,0.0,37.22,-88.71
"Menard County, Illinois",12196.0,Menard County,Illinois,44.0,0.0,40.03,-89.8
"Mercer County, Illinois",15437.0,Mercer County,Illinois,65.0,0.0,41.2,-90.74
"Monroe County, Illinois",34637.0,Monroe County,Illinois,261.0,13.0,38.28,-90.18
"Montgomery County, Illinois",28414.0,Montgomery County,Illinois,138.0,5.0,39.23,-89.48
"Morgan County, Illinois",33658.0,Morgan County,Illinois,184.0,5.0,39.71,-90.2
"Moultrie County, Illinois",14501.0,Moultrie County,Illinois,52.0,0.0,39.64,-88.62
"Ogle County, Illinois",50643.0,Ogle County,Illinois,378.0,5.0,42.04,-89.32
"Peoria County, Illinois",179179.0,Peoria County,Illinois,1254.0,34.0,40.79,-89.76
"Perry County, Illinois",20916.0,Perry County,Illinois,101.0,1.0,38.09,-89.37
"Piatt County, Illinois",16344.0,Piatt County,Illinois,37.0,0.0,40.01,-88.59
"Pike County, Illinois",15561.0,Pike County,Illinois,13.0,0.0,39.62,-90.89
"Pope County, Illinois",4177.0,Pope County,Illinois,7.0,0.0,37.41,-88.57
"Pulaski County, Illinois",5335.0,Pulaski County,Illinois,90.0,0.0,37.23,-89.13
"Putnam County, Illinois",5739.0,Putnam County,Illinois,7.0,0.0,41.2,-89.28
"Randolph County, Illinois",31782.0,Randolph County,Illinois,417.0,7.0,38.05,-89.82
"Richland County, Illinois",15513.0,Richland County,Illinois,12.0,0.0,38.71,-88.09
"Rock Island County, Illinois",141879.0,Rock Island County,Illinois,1575.0,31.0,41.47,-90.57
"Saline County, Illinois",23491.0,Saline County,Illinois,102.0,1.0,37.75,-88.54
"Sangamon County, Illinois",194672.0,Sangamon County,Illinois,969.0,34.0,39.76,-89.66
"Schuyler County, Illinois",6768.0,Schuyler County,Illinois,15.0,0.0,40.16,-90.61
"Scott County, Illinois",4951.0,Scott County,Illinois,9.0,0.0,39.65,-90.48
"Shelby County, Illinois",21634.0,Shelby County,Illinois,53.0,1.0,39.39,-88.81
"Stark County, Illinois",5342.0,Stark County,Illinois,7.0,0.0,41.09,-89.79
"Stephenson County, Illinois",44498.0,Stephenson County,Illinois,313.0,6.0,42.35,-89.67
"Tazewell County, Illinois",131803.0,Tazewell County,Illinois,335.0,8.0,40.51,-89.51
"Union County, Illinois",16653.0,Union County,Illinois,276.0,21.0,37.47,-89.26
"Vermilion County, Illinois",75758.0,Vermilion County,Illinois,189.0,2.0,40.18,-87.74
"Wabash County, Illinois",11520.0,Wabash County,Illinois,29.0,0.0,38.44,-87.84
"Warren County, Illinois",16844.0,Warren County,Illinois,179.0,0.0,40.85,-90.61
"Washington County, Illinois",13887.0,Washington County,Illinois,56.0,0.0,38.35,-89.42
"Wayne County, Illinois",16215.0,Wayne County,Illinois,40.0,1.0,38.43,-88.42
"White County, Illinois",13537.0,White County,Illinois,56.0,0.0,38.09,-88.18
"Whiteside County, Illinois",55175.0,Whiteside County,Illinois,319.0,16.0,41.75,-89.91
"Will County, Illinois",690743.0,Will County,Illinois,8474.0,339.0,41.44,-87.98
"Williamson County, Illinois",66597.0,Williamson County,Illinois,301.0,5.0,37.73,-88.93
"Winnebago County, Illinois",282572.0,Winnebago County,Illinois,3641.0,122.0,42.33,-89.16
"Woodford County, Illinois",38459.0,Woodford County,Illinois,89.0,3.0,40.79,-89.21
"Adams County, Indiana",35777.0,Adams County,Indiana,79.0,3.0,40.75,-84.94
"Allen County, Indiana",379299.0,Allen County,Indiana,3557.0,167.0,41.09,-85.06
"Bartholomew County, Indiana",83779.0,Bartholomew County,Indiana,727.0,50.0,39.21,-85.9
"Benton County, Indiana",8748.0,Benton County,Indiana,60.0,0.0,40.61,-87.31
"Blackford County, Indiana",11758.0,Blackford County,Indiana,56.0,2.0,40.47,-85.32
"Boone County, Indiana",67843.0,Boone County,Indiana,626.0,49.0,40.05,-86.47
"Brown County, Indiana",15092.0,Brown County,Indiana,69.0,1.0,39.2,-86.23
"Carroll County, Indiana",20257.0,Carroll County,Indiana,139.0,2.0,40.58,-86.56
"Cass County, Indiana",37689.0,Cass County,Indiana,1743.0,10.0,40.76,-86.35
"Clark County, Indiana",118302.0,Clark County,Indiana,1062.0,52.0,38.48,-85.72
"Clay County, Indiana",26225.0,Clay County,Indiana,94.0,5.0,39.4,-87.11
"Clinton County, Indiana",32399.0,Clinton County,Indiana,349.0,4.0,40.3,-86.48
"Crawford County, Indiana",10577.0,Crawford County,Indiana,41.0,1.0,38.29,-86.46
"Daviess County, Indiana",33351.0,Daviess County,Indiana,240.0,21.0,38.7,-87.08
"Dearborn County, Indiana",49458.0,Dearborn County,Indiana,456.0,29.0,39.15,-84.98
"Decatur County, Indiana",26559.0,Decatur County,Indiana,310.0,35.0,39.3,-85.5
"DeKalb County, Indiana",43475.0,DeKalb County,Indiana,214.0,5.0,41.366944,-85.05888900000002
"Delaware County, Indiana",114135.0,Delaware County,Indiana,628.0,53.0,40.23,-85.4
"Dubois County, Indiana",42736.0,Dubois County,Indiana,616.0,12.0,38.36,-86.88
"Elkhart County, Indiana",206341.0,Elkhart County,Indiana,4566.0,80.0,41.6,-85.86
"Fayette County, Indiana",23102.0,Fayette County,Indiana,150.0,7.0,39.64,-85.18
"Floyd County, Indiana",78522.0,Floyd County,Indiana,665.0,46.0,38.32,-85.9
"Fountain County, Indiana",16346.0,Fountain County,Indiana,62.0,2.0,40.12,-87.24
"Franklin County, Indiana",22758.0,Franklin County,Indiana,197.0,10.0,39.42,-85.06
"Fulton County, Indiana",19974.0,Fulton County,Indiana,139.0,1.0,41.04,-86.26
"Gibson County, Indiana",33659.0,Gibson County,Indiana,196.0,3.0,38.31,-87.58
"Grant County, Indiana",65769.0,Grant County,Indiana,496.0,32.0,40.52,-85.65
"Greene County, Indiana",31922.0,Greene County,Indiana,235.0,37.0,39.04,-86.97
"Hamilton County, Indiana",338011.0,Hamilton County,Indiana,2446.0,112.0,40.07,-86.05
"Hancock County, Indiana",78168.0,Hancock County,Indiana,608.0,38.0,39.82,-85.77
"Harrison County, Indiana",40515.0,Harrison County,Indiana,282.0,24.0,38.2,-86.12
"Hendricks County, Indiana",170311.0,Hendricks County,Indiana,1731.0,121.0,39.77,-86.51
"Henry County, Indiana",47972.0,Henry County,Indiana,358.0,18.0,39.93,-85.4
"Howard County, Indiana",82544.0,Howard County,Indiana,798.0,67.0,40.48,-86.12
"Huntington County, Indiana",36520.0,Huntington County,Indiana,120.0,3.0,40.83,-85.49
"Jackson County, Indiana",44231.0,Jackson County,Indiana,547.0,5.0,38.91,-86.04
"Jasper County, Indiana",33562.0,Jasper County,Indiana,199.0,2.0,41.03,-87.12
"Jay County, Indiana",20436.0,Jay County,Indiana,81.0,0.0,40.43,-85.01
"Jefferson County, Indiana",32308.0,Jefferson County,Indiana,148.0,2.0,38.79,-85.44
"Jennings County, Indiana",27735.0,Jennings County,Indiana,208.0,14.0,39.0,-85.63
"Johnson County, Indiana",158167.0,Johnson County,Indiana,1631.0,126.0,39.49,-86.1
"Knox County, Indiana",36594.0,Knox County,Indiana,126.0,0.0,38.69,-87.42
"Kosciusko County, Indiana",79456.0,Kosciusko County,Indiana,814.0,13.0,41.24,-85.86
"LaGrange County, Indiana",39614.0,LaGrange County,Indiana,539.0,10.0,41.641666666667,-85.416666666667
"Lake County, Indiana",485493.0,Lake County,Indiana,6994.0,283.0,41.48,-87.38
"LaPorte County, Indiana",109888.0,LaPorte County,Indiana,818.0,29.0,41.6,-86.71666666666702
"Lawrence County, Indiana",45370.0,Lawrence County,Indiana,325.0,28.0,38.84,-86.49
"Madison County, Indiana",129569.0,Madison County,Indiana,833.0,75.0,40.16,-85.72
"Marion County, Indiana",964582.0,Marion County,Indiana,14578.0,766.0,39.78,-86.14
"Marshall County, Indiana",46258.0,Marshall County,Indiana,739.0,22.0,41.33,-86.26
"Martin County, Indiana",10255.0,Martin County,Indiana,42.0,0.0,38.71,-86.8
"Miami County, Indiana",35516.0,Miami County,Indiana,256.0,2.0,40.77,-86.05
"Monroe County, Indiana",148431.0,Monroe County,Indiana,674.0,33.0,39.16,-86.52
"Montgomery County, Indiana",38338.0,Montgomery County,Indiana,336.0,22.0,40.04,-86.89
"Morgan County, Indiana",70489.0,Morgan County,Indiana,412.0,35.0,39.48,-86.45
"Newton County, Indiana",13984.0,Newton County,Indiana,109.0,11.0,40.95,-87.4
"Noble County, Indiana",47744.0,Noble County,Indiana,624.0,29.0,41.4,-85.42
"Ohio County, Indiana",5875.0,Ohio County,Indiana,45.0,4.0,38.95,-84.97
"Orange County, Indiana",19646.0,Orange County,Indiana,161.0,26.0,38.54,-86.5
"Owen County, Indiana",20799.0,Owen County,Indiana,78.0,1.0,39.31,-86.84
"Parke County, Indiana",16937.0,Parke County,Indiana,46.0,1.0,39.78,-87.21
"Perry County, Indiana",19169.0,Perry County,Indiana,181.0,13.0,38.08,-86.64
"Pike County, Indiana",12389.0,Pike County,Indiana,41.0,0.0,38.4,-87.23
"Porter County, Indiana",170389.0,Porter County,Indiana,1144.0,41.0,41.51,-87.07
"Posey County, Indiana",25427.0,Posey County,Indiana,155.0,0.0,38.02,-87.86
"Pulaski County, Indiana",12353.0,Pulaski County,Indiana,71.0,1.0,41.04,-86.69
"Putnam County, Indiana",37576.0,Putnam County,Indiana,217.0,8.0,39.67,-86.84
"Randolph County, Indiana",24665.0,Randolph County,Indiana,102.0,4.0,40.15,-85.01
"Ripley County, Indiana",28324.0,Ripley County,Indiana,186.0,7.0,39.1,-85.26
"Rush County, Indiana",16581.0,Rush County,Indiana,112.0,4.0,39.62,-85.47
"Scott County, Indiana",23873.0,Scott County,Indiana,244.0,11.0,38.69,-85.74
"Shelby County, Indiana",44729.0,Shelby County,Indiana,508.0,34.0,39.52,-85.79
"Spencer County, Indiana",20277.0,Spencer County,Indiana,113.0,3.0,38.01,-87.01
"Starke County, Indiana",22995.0,Starke County,Indiana,161.0,8.0,41.28,-86.65
"Steuben County, Indiana",34594.0,Steuben County,Indiana,195.0,3.0,41.64,-85.0
"Sullivan County, Indiana",20669.0,Sullivan County,Indiana,74.0,1.0,39.09,-87.41
"Switzerland County, Indiana",10751.0,Switzerland County,Indiana,43.0,0.0,38.82,-85.03
"Tippecanoe County, Indiana",195732.0,Tippecanoe County,Indiana,1085.0,12.0,40.39,-86.89
"Tipton County, Indiana",15148.0,Tipton County,Indiana,102.0,6.0,40.31,-86.05
"Union County, Indiana",7054.0,Union County,Indiana,50.0,0.0,39.62,-84.92
"Vanderburgh County, Indiana",181451.0,Vanderburgh County,Indiana,1679.0,10.0,38.02,-87.58
"Vermillion County, Indiana",15498.0,Vermillion County,Indiana,34.0,0.0,39.85,-87.46
"Vigo County, Indiana",107038.0,Vigo County,Indiana,454.0,11.0,39.43,-87.39
"Wabash County, Indiana",30996.0,Wabash County,Indiana,155.0,3.0,40.85,-85.79
"Warren County, Indiana",8265.0,Warren County,Indiana,20.0,1.0,40.35,-87.36
"Warrick County, Indiana",62998.0,Warrick County,Indiana,488.0,31.0,38.1,-87.27
"Washington County, Indiana",28036.0,Washington County,Indiana,107.0,1.0,38.6,-86.11
"Wayne County, Indiana",65884.0,Wayne County,Indiana,313.0,9.0,39.86,-85.01
"Wells County, Indiana",28296.0,Wells County,Indiana,129.0,2.0,40.73,-85.22
"White County, Indiana",24102.0,White County,Indiana,344.0,10.0,40.75,-86.86
"Whitley County, Indiana",33964.0,Whitley County,Indiana,144.0,6.0,41.14,-85.5
"Adair County, Iowa",7152.0,Adair County,Iowa,20.0,0.0,41.330555555556,-94.47111111111099
"Adams County, Iowa",3602.0,Adams County,Iowa,15.0,0.0,41.029166666666995,-94.699166666667
"Allamakee County, Iowa",13687.0,Allamakee County,Iowa,148.0,4.0,43.286666666667,-91.37416666666701
"Appanoose County, Iowa",12426.0,Appanoose County,Iowa,40.0,3.0,40.738055555556,-92.867222222222
"Audubon County, Iowa",5496.0,Audubon County,Iowa,28.0,1.0,41.684722222222,-94.90805555555599
"Benton County, Iowa",25645.0,Benton County,Iowa,130.0,1.0,42.079722222221996,-92.0675
"Black Hawk County, Iowa",131228.0,Black Hawk County,Iowa,2970.0,62.0,42.468888888889,-92.305277777778
"Boone County, Iowa",26234.0,Boone County,Iowa,226.0,2.0,42.036388888889,-93.93222222222201
"Bremer County, Iowa",25062.0,Bremer County,Iowa,181.0,7.0,42.774166666667,-92.316944444444
"Buchanan County, Iowa",21175.0,Buchanan County,Iowa,105.0,1.0,42.471944444444,-91.839166666667
"Buena Vista County, Iowa",19620.0,Buena Vista County,Iowa,1782.0,12.0,42.735,-95.150277777778
"Butler County, Iowa",14439.0,Butler County,Iowa,111.0,2.0,42.731666666666996,-92.791388888889
"Calhoun County, Iowa",9668.0,Calhoun County,Iowa,81.0,2.0,42.386111111111,-94.647222222222
"Carroll County, Iowa",20165.0,Carroll County,Iowa,175.0,1.0,42.037222222222,-94.85888888888901
"Cass County, Iowa",12836.0,Cass County,Iowa,42.0,1.0,41.329444444444,-94.929166666667
"Cedar County, Iowa",18627.0,Cedar County,Iowa,117.0,1.0,41.768055555556,-91.128611111111
"Cerro Gordo County, Iowa",42450.0,Cerro Gordo County,Iowa,572.0,17.0,43.079444444444,-93.26694444444401
"Cherokee County, Iowa",11235.0,Cherokee County,Iowa,97.0,1.0,42.734722222222,-95.62416666666701
"Chickasaw County, Iowa",11933.0,Chickasaw County,Iowa,48.0,0.0,43.06,-92.318888888889
"Clarke County, Iowa",9395.0,Clarke County,Iowa,174.0,3.0,41.022777777778,-93.78638888888901
"Clay County, Iowa",16016.0,Clay County,Iowa,168.0,1.0,43.080833333333,-95.14944444444401
"Clayton County, Iowa",17549.0,Clayton County,Iowa,94.0,3.0,42.843611111111,-91.34333333333299
"Clinton County, Iowa",46429.0,Clinton County,Iowa,288.0,3.0,41.892777777778,-90.5275
"Crawford County, Iowa",16820.0,Crawford County,Iowa,707.0,3.0,42.037222222222,-95.378611111111
"Dallas County, Iowa",93453.0,Dallas County,Iowa,1739.0,35.0,41.682777777778,-94.035
"Davis County, Iowa",9000.0,Davis County,Iowa,49.0,1.0,40.744444444444,-92.413333333333
"Decatur County, Iowa",7870.0,Decatur County,Iowa,21.0,0.0,40.741388888889,-93.78083333333299
"Delaware County, Iowa",17011.0,Delaware County,Iowa,85.0,1.0,42.469444444444,-91.370277777778
"Des Moines County, Iowa",38967.0,Des Moines County,Iowa,144.0,2.0,40.927777777778,-91.183888888889
"Dickinson County, Iowa",17258.0,Dickinson County,Iowa,371.0,4.0,43.375833333333,-95.14972222222201
"Dubuque County, Iowa",97311.0,Dubuque County,Iowa,1484.0,28.0,42.470833333333005,-90.878333333333
"Emmet County, Iowa",9208.0,Emmet County,Iowa,178.0,1.0,43.377222222222,-94.6775
"Fayette County, Iowa",19650.0,Fayette County,Iowa,77.0,0.0,42.865,-91.849444444444
"Floyd County, Iowa",15642.0,Floyd County,Iowa,109.0,2.0,43.056666666667006,-92.78388888888901
"Franklin County, Iowa",10070.0,Franklin County,Iowa,209.0,4.0,42.730833333333,-93.2675
"Fremont County, Iowa",6960.0,Fremont County,Iowa,32.0,0.0,40.743888888888996,-95.60861111111099
"Greene County, Iowa",8888.0,Greene County,Iowa,38.0,0.0,42.035277777778,-94.39555555555599
"Grundy County, Iowa",12232.0,Grundy County,Iowa,72.0,1.0,42.401666666667,-92.7875
"Guthrie County, Iowa",10689.0,Guthrie County,Iowa,124.0,5.0,41.683333333333,-94.5
"Hamilton County, Iowa",14773.0,Hamilton County,Iowa,237.0,1.0,42.381944444443995,-93.710833333333
"Hancock County, Iowa",10630.0,Hancock County,Iowa,114.0,2.0,43.083333333332995,-93.73638888888901
"Hardin County, Iowa",16846.0,Hardin County,Iowa,161.0,0.0,42.373888888889,-93.24472222222201
"Harrison County, Iowa",14049.0,Harrison County,Iowa,90.0,0.0,41.682222222222,-95.824166666667
"Henry County, Iowa",19954.0,Henry County,Iowa,109.0,3.0,40.986666666667,-91.54194444444401
"Howard County, Iowa",9158.0,Howard County,Iowa,47.0,0.0,43.3575,-92.31555555555599
"Humboldt County, Iowa",9558.0,Humboldt County,Iowa,87.0,1.0,42.777222222222,-94.204166666667
"Ida County, Iowa",6860.0,Ida County,Iowa,29.0,0.0,42.386666666667,-95.51444444444401
"Iowa County, Iowa",16184.0,Iowa County,Iowa,87.0,1.0,41.686111111111,-92.066944444444
"Jackson County, Iowa",19439.0,Jackson County,Iowa,132.0,1.0,42.170277777778004,-90.575
"Jasper County, Iowa",37185.0,Jasper County,Iowa,450.0,24.0,41.688055555556005,-93.06138888888901
"Jefferson County, Iowa",18295.0,Jefferson County,Iowa,75.0,0.0,41.031388888889,-91.944722222222
"Johnson County, Iowa",151140.0,Johnson County,Iowa,1881.0,15.0,41.666666666667,-91.583333333333
"Jones County, Iowa",20681.0,Jones County,Iowa,122.0,1.0,42.12,-91.13472222222201
"Keokuk County, Iowa",10246.0,Keokuk County,Iowa,28.0,1.0,41.336111111111,-92.179722222222
"Kossuth County, Iowa",14813.0,Kossuth County,Iowa,76.0,0.0,43.205,-94.20555555555599
"Lee County, Iowa",33657.0,Lee County,Iowa,89.0,3.0,40.642777777778,-91.474444444444
"Linn County, Iowa",226706.0,Linn County,Iowa,2005.0,87.0,42.078611111111,-91.599722222222
"Louisa County, Iowa",11035.0,Louisa County,Iowa,378.0,14.0,41.218055555556,-91.26
"Lucas County, Iowa",8600.0,Lucas County,Iowa,42.0,4.0,41.026111111111,-93.32833333333299
"Lyon County, Iowa",11755.0,Lyon County,Iowa,99.0,0.0,43.383333333333,-96.21666666666701
"Madison County, Iowa",16338.0,Madison County,Iowa,93.0,2.0,41.33,-94.01
"Mahaska County, Iowa",22095.0,Mahaska County,Iowa,133.0,17.0,41.333888888889,-92.64555555555599
"Marion County, Iowa",33253.0,Marion County,Iowa,147.0,0.0,41.331111111111,-93.10222222222201
"Marshall County, Iowa",39369.0,Marshall County,Iowa,1373.0,24.0,42.034166666667,-93.00111111111099
"Mills County, Iowa",15109.0,Mills County,Iowa,76.0,0.0,41.033055555556004,-95.618888888889
"Mitchell County, Iowa",10586.0,Mitchell County,Iowa,76.0,0.0,43.355555555556,-92.78972222222201
"Monona County, Iowa",8615.0,Monona County,Iowa,89.0,0.0,42.047222222222,-95.96861111111099
"Monroe County, Iowa",7707.0,Monroe County,Iowa,66.0,7.0,41.028333333333,-92.87
"Montgomery County, Iowa",9917.0,Montgomery County,Iowa,42.0,3.0,41.029166666666995,-95.151388888889
"Muscatine County, Iowa",42664.0,Muscatine County,Iowa,807.0,47.0,41.481111111111005,-91.11972222222201
"O'Brien County, Iowa",13753.0,O'Brien County,Iowa,116.0,1.0,43.081388888888995,-95.62611111111099
"Osceola County, Iowa",5958.0,Osceola County,Iowa,77.0,0.0,43.37777777777799,-95.627777777778
"Page County, Iowa",15107.0,Page County,Iowa,69.0,0.0,40.738055555556,-95.148055555556
"Palo Alto County, Iowa",8886.0,Palo Alto County,Iowa,74.0,0.0,43.08,-94.680833333333
"Plymouth County, Iowa",25177.0,Plymouth County,Iowa,435.0,8.0,42.738333333333,-96.220277777778
"Pocahontas County, Iowa",6619.0,Pocahontas County,Iowa,113.0,1.0,42.734444444444,-94.6775
"Polk County, Iowa",490161.0,Polk County,Iowa,9479.0,201.0,41.685,-93.570277777778
